School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Paramount Alternative Education Center,19648730120378,Paramount Unified,0,null,null,null,null,null%
Paramount High,19648731936749,Paramount Unified,459,424,434,414,68,14.81%
Aveson Global Leadership Academy,19648810113464,Pasadena Unified,9,null,null,null,null,null%
CIS Academy,19648810117440,Pasadena Unified,4,null,null,null,null,null%
Learning Works,19648810118075,Pasadena Unified,3,null,null,null,null,null%
Blair High,19648811931062,Pasadena Unified,63,489,495,475,27,42.86%
Marshall Fundamental,19648811931674,Pasadena Unified,168,496,477,474,70,41.67%
John Muir High,19648811936103,Pasadena Unified,113,417,407,410,15,13.27%
Rose City High (Continuation),19648811936806,Pasadena Unified,9,null,null,null,null,null%
Pasadena High,19648811936822,Pasadena Unified,288,486,484,477,114,39.58%
School of Extended Educational Options,19649070115170,Pomona Unified,2,null,null,null,null,null%
Ganesha High,19649071933175,Pomona Unified,114,417,429,418,15,13.16%
Garey High,19649071933324,Pomona Unified,133,433,433,439,25,18.8%
Pomona High,19649071937028,Pomona Unified,196,409,410,412,28,14.29%
Diamond Ranch High,19649071995901,Pomona Unified,339,489,497,472,147,43.36%
Village Academy High School at Indian Hill,19649071996495,Pomona Unified,64,433,426,442,15,23.44%
Fremont Academy of Engineering and Design,19649076061634,Pomona Unified,27,451,433,433,6,22.22%
Palomares Academy of Health Science,19649076061642,Pomona Unified,22,424,441,388,4,18.18%
San Marino High,19649641937754,San Marino Unified,212,601,657,613,193,91.04%
Santa Monica High,19649801938000,Santa Monica-Malibu Unified,387,531,541,524,229,59.17%
Malibu High,19649801995737,Santa Monica-Malibu Unified,105,557,560,553,77,73.33%
South Pasadena Senior High,19650291938455,South Pasadena Unified,290,565,608,563,227,78.28%
Temple City High,19650521938679,Temple City Unified,362,545,600,556,267,73.76%
North High,19650601936277,Torrance Unified,243,490,525,490,126,51.85%
South High,19650601938356,Torrance Unified,354,540,577,548,248,70.06%
Torrance High,19650601938752,Torrance Unified,274,495,521,500,136,49.64%
West High,19650601939602,Torrance Unified,329,532,588,539,232,70.52%
California Virtual Academy @ Los Angeles,19650940112706,West Covina Unified,35,549,502,521,23,65.71%
Edgewood High,19650940122432,West Covina Unified,104,503,522,493,57,54.81%
Insight @ Los Angeles,19650940125393,West Covina Unified,19,453,437,425,4,21.05%
West Covina High,19650941939537,West Covina Unified,296,477,506,471,120,40.54%
California High,19651281931302,Whittier Union High,338,450,456,439,85,25.15%
La Serna High,19651281934868,Whittier Union High,410,486,488,470,158,38.54%
Pioneer High,19651281936889,Whittier Union High,176,410,451,422,26,14.77%
Santa Fe High,19651281937903,Whittier Union High,351,434,442,438,74,21.08%
Whittier High,19651281939701,Whittier Union High,224,450,452,442,55,24.55%
Sierra Vista High (Alternative),19651281995653,Whittier Union High,1,null,null,null,null,null%
Golden Valley High,19651360102459,William S. Hart Union High,245,504,510,500,117,47.76%
West Ranch High,19651360102475,William S. Hart Union High,395,530,554,539,268,67.85%
Mission View Public,19651360114439,William S. Hart Union High,10,null,null,null,null,null%
Santa Clarita Valley International,19651360117234,William S. Hart Union High,18,464,423,443,4,22.22%
"Albert Einstein Academy for Letters, Arts and Scie",19651360121731,William S. Hart Union High,0,null,null,null,null,null%
Canyon High,19651361931492,William S. Hart Union High,291,497,509,492,147,50.52%
Saugus High,19651361931740,William S. Hart Union High,280,535,541,518,174,62.14%
Learning Post High (Alternative),19651361932532,William S. Hart Union High,7,null,null,null,null,null%
William S. Hart High,19651361933902,William S. Hart Union High,287,523,534,510,161,56.1%
Bowman (Jereann) High (Continuation),19651361934421,William S. Hart Union High,1,null,null,null,null,null%
Valencia High,19651361995802,William S. Hart Union High,493,529,544,528,298,60.45%
Opportunities for Learning - Santa Clarita,19651361996263,William S. Hart Union High,18,492,439,489,8,44.44%
Academy of the Canyons,19651361996321,William S. Hart Union High,82,610,591,596,67,81.71%
Centennial High,19734371931567,Compton Unified,83,366,362,372,2,2.41%
Compton High,19734371931963,Compton Unified,146,394,378,394,11,7.53%
Dominguez High,19734371932326,Compton Unified,153,413,406,410,17,11.11%
Thurgood Marshall,19734371996057,Compton Unified,4,null,null,null,null,null%
Puente Hills High,19734451933316,Hacienda la Puente Unified,0,null,null,null,null,null%
La Puente High,19734451934801,Hacienda la Puente Unified,139,424,429,423,24,17.27%
Los Altos High,19734451935246,Hacienda la Puente Unified,276,471,475,464,92,33.33%
Glen A. Wilson High,19734451939834,Hacienda la Puente Unified,253,520,575,531,161,63.64%
William Workman High,19734451939925,Hacienda la Puente Unified,90,420,451,415,13,14.44%
iQ Academy California-Los Angeles,19734520120600,Rowland Unified,2,null,null,null,null,null%
Nogales High,19734521936228,Rowland Unified,176,442,470,436,46,26.14%
John A. Rowland High,19734521937564,Rowland Unified,317,535,597,541,221,69.72%
Diamond Bar High,19734601932862,Walnut Valley Unified,595,558,615,568,453,76.13%
Walnut High,19734601939149,Walnut Valley Unified,583,558,598,559,429,73.58%
Gabrielino High,19752911995810,San Gabriel Unified,282,522,557,518,176,62.41%
Options for Youth San Gabriel,19752911996016,San Gabriel Unified,26,474,413,455,5,19.23%
Del Mar High,19752911996081,San Gabriel Unified,1,null,null,null,null,null%
Assurance Learning Academy,19753090127100,Acton-Agua Dulce Unified,2,null,null,null,null,null%
Hope Charter Academy,19753090129742,Acton-Agua Dulce Unified,0,null,null,null,null,null%
Academy of Arts and Sciences: Los Angeles (9-12),19753090130781,Acton-Agua Dulce Unified,0,null,null,null,null,null%
SIATech Academy South,19753090131383,Acton-Agua Dulce Unified,0,null,null,null,null,null%
Vasquez High,19753091995786,Acton-Agua Dulce Unified,38,517,486,500,20,52.63%
Mira Costa High,19753331935808,Manhattan Beach Unified,415,571,584,577,338,81.45%
Redondo Union High,19753411937143,Redondo Beach Unified,391,526,540,520,238,60.87%
Redondo Shores High (Continuation),19753411995752,Redondo Beach Unified,1,null,null,null,null,null%
School of Arts and Enterprise,19756971996693,SBE - The School of Arts and Enterprise,40,453,427,473,10,25%
Century High,19757131930122,Alhambra Unified,2,null,null,null,null,null%
Alhambra High,19757131930163,Alhambra Unified,388,480,524,470,178,45.88%
Mark Keppel High,19757131934553,Alhambra Unified,436,521,595,526,289,66.28%
San Gabriel High,19757131937697,Alhambra Unified,339,475,535,473,159,46.9%
Independence High (Alternative),19757131995430,Alhambra Unified,1,null,null,null,null,null%
Lifeline Education Charter,19764970115725,SBE - Lifeline Education Charter,33,346,306,359,0,0%
Da Vinci Science,19768690119016,Wiseburn Unified,104,472,478,467,31,29.81%
Da Vinci Design,19768690119636,Wiseburn Unified,97,459,442,459,28,28.87%
Anahuacalmecac International University Preparator,19768850130799,SBE - Anahuacalmecac International Preparatory Hig,0,null,null,null,null,null%
